hostname,os_family,os_version,cpu_cores,memory_gb,gpu_present,domain_joined,virtualization,open_ports,running_services,server_role,confidentiality,integrity,availability,record_source,confidence,is_synthetic
srv-0524,Debian,12,8,4,False,True,Hyper-V,[5601 9200],['gitlab' 'jenkins'],Log Management Server,Moderate,Moderate,Moderate,synthetic_hybrid,0.85,True
srv-0525,Windows Server,2016,32,16,False,True,Physical,[1433],['sshd'],SCADA Historian,Moderate,Moderate,Moderate,synthetic_hybrid,0.95,True
srv-0526,Debian,12,2,128,False,True,KVM,[  80 8081],['grafana'],Artifact Repository,Moderate,Moderate,Moderate,synthetic_ml_seed,0.73,True
srv-0527,Windows Server,2022,32,64,False,True,Container,[ 161  162  443 5666],['gitlab' 'jenkins'],Monitoring Server,Moderate,Moderate,Moderate,synthetic_rules,0.87,True
srv-0528,Ubuntu Server,20.04,16,4,False,False,VMware,[22],['winrm'],SFTP Server,Moderate,Moderate,Moderate,synthetic_hybrid,0.79,True
srv-0529,Windows Server,2022,32,64,False,True,Physical,[443],['sshd'],License Compliance Server,Moderate,Moderate,Moderate,synthetic_rules,0.97,True
srv-0530,Windows Server,2022,8,4,False,True,VMware,[443],['sshd'],CMDB Server,Moderate,Moderate,Moderate,synthetic_rules,0.82,True
srv-0531,RHEL,8,2,32,False,True,Hyper-V,[ 443 8080],['sshd'],ETL Server,Moderate,Moderate,Moderate,synthetic_rules,0.73,True
srv-0532,Windows Server,2016,8,16,False,True,Hyper-V,[ 22 443],['ossec'],Firewall Management Server,High,High,High,synthetic_ml_seed,0.92,True
srv-0533,Windows Server,2016,2,8,False,True,KVM,[111 445],['sshd'],NAS Server,High,High,High,synthetic_hybrid,0.91,True
srv-0534,Windows Server,2016,4,16,False,True,VMware,[8080],['apache2' 'iis'],CRM Server,Moderate,Moderate,Moderate,synthetic_ml_seed,0.94,True
srv-0535,Windows Server,2019,4,128,False,True,Hyper-V,[8530 8531],['grafana' 'prometheus'],WSUS Server,Moderate,Moderate,Moderate,synthetic_ml_seed,0.93,True
srv-0536,RHEL,9,32,8,False,True,Hyper-V,[1935],['winrm'],Media Streaming Server,Moderate,Moderate,Moderate,synthetic_hybrid,0.98,True
srv-0537,Debian,11,8,8,False,False,Cloud VM,[ 80 443 445],['sshd'],Archive Server,High,High,High,synthetic_hybrid,0.95,True
srv-0538,Windows Server,2016,8,128,False,True,KVM,[ 80 389 443],['sshd'],Directory Sync Server,Moderate,Moderate,Moderate,synthetic_rules,0.7,True
srv-0539,Windows Server,2016,2,16,False,True,Cloud VM,[443],['elastic-agent'],DLP Management Server,High,High,High,synthetic_hybrid,0.77,True
srv-0540,RHEL,9,8,4,False,False,Hyper-V,[443],['ossec'],Email Security Gateway,High,High,High,synthetic_rules,0.79,True
srv-0541,Windows Server,2019,8,8,False,True,Cloud VM,[ 443 8080],['apache2' 'jira' 'tomcat'],Ticketing Server,Moderate,Moderate,Moderate,synthetic_rules,0.87,True
srv-0542,Windows Server,2019,2,8,False,True,VMware,[445],['sshd'],File Server,Moderate,Moderate,Moderate,synthetic_rules,0.95,True
srv-0543,Windows Server,2019,32,4,False,True,VMware,[443],['radiusd'],Key Management Server,High,High,Moderate,synthetic_rules,0.74,True
srv-0544,Debian,11,4,8,False,False,VMware,[ 443 8080],['apache2' 'exchange'],Help Desk Server,Moderate,Moderate,Moderate,synthetic_rules,0.96,True
srv-0545,Windows Server,2016,2,16,False,True,Container,[8080],['sshd'],ETL Server,Moderate,Moderate,Moderate,synthetic_hybrid,0.91,True
srv-0546,Debian,12,4,32,False,True,Physical,[ 443 1812 5986],['sshd'],Network Access Control Server,Moderate,Moderate,Moderate,synthetic_ml_seed,0.7,True
srv-0547,Debian,11,2,16,False,False,KVM,[443],['sshd'],Asset Management Server,Moderate,Moderate,Moderate,synthetic_rules,0.9,True
srv-0548,RHEL,8,8,128,False,True,KVM,[ 443 8443],['gitlab' 'grafana'],Endpoint Management Server,Moderate,Moderate,Moderate,synthetic_rules,0.88,True
srv-0549,RHEL,9,2,4,True,False,VMware,[389],['sshd'],Directory Sync Server,Moderate,Moderate,Moderate,synthetic_hybrid,0.75,True
srv-0550,Windows Server,2019,2,4,False,True,Physical,[3391],['kubelet' 'ntp'],Remote Access Gateway,Moderate,Moderate,High,synthetic_ml_seed,0.76,True
srv-0551,Debian,11,16,16,False,False,VMware,[10250 30000 30001],['dhcp' 'ntp'],Kubernetes Worker Node,Moderate,Moderate,Moderate,synthetic_rules,0.93,True
srv-0552,Debian,11,4,8,False,False,VMware,[443],['dhcp'],Remote Access Gateway,Moderate,Moderate,High,synthetic_rules,0.71,True
srv-0553,Windows Server,2016,4,16,False,True,VMware,[  80  111  445 2049],['sshd'],NAS Server,High,High,High,synthetic_rules,0.92,True
srv-0554,Ubuntu Server,22.04,16,4,False,False,VMware,[ 514 5986],['sshd'],Syslog Server,Moderate,Moderate,Moderate,synthetic_hybrid,0.88,True
srv-0555,Windows Server,2016,4,4,False,True,Hyper-V,[ 443 3389],['sshd'],Replication Server,Moderate,Moderate,Moderate,synthetic_rules,0.97,True
srv-0556,Windows Server,2016,2,8,False,True,Cloud VM,[ 22 514],['vault' 'wazuh-manager'],IDS/IPS Server,Moderate,Moderate,Moderate,synthetic_hybrid,0.81,True
srv-0557,RHEL,9,2,8,False,False,VMware,[  22  443 3389 8080],['gitlab' 'jenkins'],DevOps Build Server,Moderate,Moderate,Moderate,synthetic_ml_seed,0.77,True
srv-0558,RHEL,9,8,128,False,True,VMware,[443],['iis' 'teams-gateway' 'tomcat'],SharePoint Server,Moderate,Moderate,Moderate,synthetic_ml_seed,0.78,True
srv-0559,Debian,12,2,4,False,False,Container,[  22 3389],['dns' 'ntp'],Bastion Host,Moderate,Moderate,Moderate,synthetic_hybrid,0.92,True
srv-0560,Debian,11,2,4,False,True,VMware,[  22  443 2195 3389],['sshd'],MDM Server,Moderate,Moderate,Moderate,synthetic_rules,0.91,True
srv-0561,Ubuntu Server,22.04,2,64,False,False,Cloud VM,[443],['radiusd' 'wazuh-manager'],DLP Management Server,High,High,High,synthetic_hybrid,0.87,True
srv-0562,Windows Server,2022,4,64,False,True,Hyper-V,[ 443 8140],['prometheus' 'puppetserver'],Configuration Management Server,Moderate,Moderate,Moderate,synthetic_hybrid,0.79,True
srv-0563,Windows Server,2016,8,16,False,True,KVM,[ 443 5986],['sshd'],SSO Server,High,High,Moderate,synthetic_rules,0.81,True
srv-0564,Debian,12,4,32,False,False,VMware,[443],['apache2'],HRIS Server,Moderate,Moderate,Moderate,synthetic_hybrid,0.9,True
srv-0565,Windows Server,2016,4,128,False,True,VMware,[  22  443 8443],['sshd'],Application Server,Moderate,Moderate,High,synthetic_hybrid,0.89,True
srv-0566,Windows Server,2019,8,32,False,True,Physical,[1812 3389],['sshd'],Network Access Control Server,Moderate,Moderate,Moderate,synthetic_ml_seed,0.81,True
srv-0567,Windows Server,2022,4,32,False,True,VMware,[443],['radiusd' 'vault'],Identity Federation Server,High,High,Moderate,synthetic_hybrid,0.92,True
srv-0568,Windows Server,2019,32,64,False,True,KVM,[389 443],['winrm'],Directory Sync Server,Moderate,Moderate,Moderate,synthetic_rules,0.98,True
srv-0569,Debian,11,16,64,False,True,VMware,[ 5672  9092 15672],['sshd'],Message Queue Server,Moderate,Moderate,High,synthetic_hybrid,0.98,True
srv-0570,RHEL,8,8,64,False,False,Hyper-V,[443],['winrm'],Threat Intelligence Server,Moderate,Moderate,Moderate,synthetic_ml_seed,0.91,True
srv-0571,Ubuntu Server,22.04,4,16,False,False,Hyper-V,[443],['ansible' 'jenkins'],Patch Management Server,Moderate,Moderate,Moderate,synthetic_ml_seed,0.99,True
srv-0572,Windows Server,2022,32,4,False,True,Physical,[443],['iis'],CRM Server,Moderate,Moderate,Moderate,synthetic_rules,0.98,True
srv-0573,Windows Server,2019,16,4,False,True,Cloud VM,[443],['winrm'],SSO Server,High,High,Moderate,synthetic_ml_seed,0.96,True
srv-0574,Windows Server,2016,8,64,False,True,Hyper-V,[ 443 8888],['sshd'],Analytics Server,Moderate,Moderate,Moderate,synthetic_ml_seed,0.86,True
srv-0575,RHEL,9,4,16,False,False,Container,[443],['sshd'],Asset Management Server,Moderate,Moderate,Moderate,synthetic_rules,0.77,True
srv-0576,Ubuntu Server,22.04,8,4,False,False,Physical,[ 443 2179],['dns'],Hyper-V Host,Moderate,Moderate,Moderate,synthetic_rules,0.96,True
srv-0577,Ubuntu Server,22.04,8,32,False,False,Cloud VM,[139 445],['sshd'],File Server,Moderate,Moderate,Moderate,synthetic_rules,0.72,True
srv-0578,Windows Server,2019,4,8,False,True,VMware,[  22   80  443 3389],['winrm'],Privileged Access Management,High,High,Moderate,synthetic_hybrid,0.9,True
srv-0579,Windows Server,2022,2,8,False,True,VMware,[9100],['winrm'],Print Server,Moderate,Moderate,Moderate,synthetic_rules,0.86,True
srv-0580,Windows Server,2016,8,4,False,True,Hyper-V,[5432],['mssql'],Geospatial Database,Moderate,Moderate,Moderate,synthetic_hybrid,0.96,True
srv-0581,Windows Server,2022,8,32,False,True,VMware,[ 22 443 514],['elastic-agent' 'suricata'],IDS/IPS Server,Moderate,Moderate,Moderate,synthetic_rules,0.84,True
srv-0582,RHEL,8,16,32,False,False,Hyper-V,[  22 3389],['kubelet' 'winrm'],Bastion Host,Moderate,Moderate,Moderate,synthetic_rules,0.82,True
srv-0583,Ubuntu Server,22.04,2,16,False,True,Hyper-V,[2195],['winrm'],MDM Server,Moderate,Moderate,Moderate,synthetic_ml_seed,0.74,True
srv-0584,Windows Server,2016,32,32,False,True,KVM,[ 443 3260],['sshd'],SAN Management Server,High,High,High,synthetic_hybrid,0.99,True
srv-0585,Ubuntu Server,20.04,8,128,False,True,Cloud VM,[  80  443 3389],['jenkins'],Artifact Repository,Moderate,Moderate,Moderate,synthetic_hybrid,0.96,True
srv-0586,Windows Server,2022,32,128,False,True,Cloud VM,[  22 3389],['prometheus'],Source Control Server,Moderate,Moderate,Moderate,synthetic_hybrid,0.95,True
srv-0587,Ubuntu Server,22.04,32,16,False,False,VMware,[ 443 5985 5986],['grafana' 'puppetserver'],Automation Orchestration Server,Moderate,Moderate,Moderate,synthetic_hybrid,0.87,True
srv-0588,Windows Server,2016,8,128,False,True,VMware,[8080],['winrm'],ETL Server,Moderate,Moderate,Moderate,synthetic_rules,0.95,True
srv-0589,Windows Server,2016,8,8,False,True,Cloud VM,[443],['winrm'],Archive Server,High,High,High,synthetic_rules,0.79,True
srv-0590,Windows Server,2022,2,16,False,True,Hyper-V,[443],['elastic-agent' 'radiusd'],Identity Governance Server,High,High,Moderate,synthetic_ml_seed,0.97,True
srv-0591,Windows Server,2016,2,32,False,True,VMware,[443],['suricata' 'vault'],Identity Governance Server,High,High,Moderate,synthetic_rules,0.93,True
srv-0592,Windows Server,2016,4,4,False,True,VMware,[ 443 8080],['apache2' 'iis'],Wiki Server,Moderate,Moderate,Moderate,synthetic_rules,0.99,True
srv-0593,Windows Server,2022,32,8,False,True,KVM,[ 443 5985],['radiusd'],Identity Federation Server,High,High,Moderate,synthetic_rules,0.84,True
srv-0594,Debian,11,8,8,False,False,Cloud VM,[443],['ossec' 'vault'],Identity Federation Server,High,High,Moderate,synthetic_ml_seed,0.91,True
srv-0595,Ubuntu Server,20.04,16,8,False,True,Physical,[10250 30000 30001],['dhcp' 'sshd'],Kubernetes Worker Node,Moderate,Moderate,Moderate,synthetic_rules,0.77,True
srv-0596,Windows Server,2022,4,8,False,True,Physical,[80],['tomcat'],Reverse Proxy,Moderate,Moderate,Moderate,synthetic_rules,0.82,True
srv-0597,Ubuntu Server,22.04,32,64,False,True,Hyper-V,[443],['winrm'],License Compliance Server,Moderate,Moderate,Moderate,synthetic_ml_seed,0.87,True
srv-0598,Windows Server,2022,2,16,False,True,KVM,[443],['suricata'],DLP Management Server,High,High,High,synthetic_rules,0.86,True
srv-0599,Ubuntu Server,22.04,4,4,False,False,Hyper-V,[  22 2380 3389],['dns'],Kubernetes Control Plane,Moderate,Moderate,High,synthetic_hybrid,0.99,True
srv-0600,Windows Server,2022,8,32,False,True,KVM,[443],['tomcat'],CRM Server,Moderate,Moderate,Moderate,synthetic_hybrid,0.73,True
srv-0601,Windows Server,2016,4,4,False,True,VMware,[1433 3306],['mysql'],Database Server,High,High,High,synthetic_ml_seed,0.91,True
srv-0602,Windows Server,2016,2,8,False,True,Hyper-V,[ 514 5601 9200],['jenkins'],Log Management Server,Moderate,Moderate,Moderate,synthetic_rules,0.81,True
srv-0603,Windows Server,2019,8,32,False,True,Cloud VM,[10000],['puppetserver' 'zabbix-server'],Backup Server,High,High,High,synthetic_hybrid,0.77,True
srv-0604,Ubuntu Server,20.04,16,128,False,True,KVM,[3389],['kubelet' 'winrm'],Jump Server,Moderate,Moderate,Moderate,synthetic_rules,0.72,True
srv-0605,RHEL,8,4,128,False,False,KVM,[443],['winrm'],BI Server,Moderate,Moderate,Moderate,synthetic_ml_seed,0.79,True
srv-0606,Debian,12,8,128,False,True,KVM,[ 80 443],['sshd'],Load Balancer,Moderate,Moderate,High,synthetic_ml_seed,0.91,True
srv-0607,Windows Server,2019,16,4,False,True,Cloud VM,[2049],['sshd'],Storage Server,High,High,High,synthetic_rules,0.7,True
srv-0608,Debian,11,8,64,False,False,Hyper-V,[2195 5985],['sshd'],MDM Server,Moderate,Moderate,Moderate,synthetic_hybrid,0.99,True
srv-0609,RHEL,9,32,16,False,False,Physical,[8080],['sshd'],ETL Server,Moderate,Moderate,Moderate,synthetic_rules,0.71,True
srv-0610,Windows Server,2022,32,16,False,True,VMware,[1812],['suricata'],RADIUS Server,Moderate,Moderate,Moderate,synthetic_ml_seed,0.97,True
srv-0611,Debian,11,4,16,False,False,VMware,[ 443 5985],['winrm'],Cloud Management Gateway,Moderate,Moderate,Moderate,synthetic_rules,0.94,True
srv-0612,Debian,12,32,32,False,False,VMware,[5986 8200],['suricata' 'wazuh-manager'],Secrets Management Server,High,High,Moderate,synthetic_rules,0.76,True
srv-0613,RHEL,9,2,16,False,True,VMware,[ 22  80 443],['apache2' 'nginx'],Web Server,Moderate,Moderate,High,synthetic_ml_seed,0.73,True
srv-0614,Windows Server,2016,4,16,False,True,Hyper-V,[ 443  502 3389],['sshd'],OT Management Server,Moderate,Moderate,Moderate,synthetic_hybrid,0.99,True
srv-0615,Debian,11,16,16,False,False,Physical,[27001],['winrm'],License Server,Moderate,Moderate,Moderate,synthetic_rules,0.96,True
srv-0616,Debian,11,8,4,False,True,Cloud VM,[443 873],['winrm'],Replication Server,Moderate,Moderate,Moderate,synthetic_rules,0.81,True
srv-0617,RHEL,8,4,128,False,True,KVM,[  22   80  443 8834],['winrm'],Vulnerability Scanner,Moderate,Moderate,Moderate,synthetic_ml_seed,0.77,True
srv-0618,Debian,11,2,4,False,True,Hyper-V,[3391],['winrm'],Remote Access Gateway,Moderate,Moderate,High,synthetic_hybrid,0.93,True
srv-0619,RHEL,9,2,8,False,False,Hyper-V,[443 500],['winrm'],VPN Server,Moderate,Moderate,High,synthetic_rules,0.82,True
srv-0620,Ubuntu Server,22.04,2,32,False,False,KVM,[2375 2376 5985],['winrm'],Container Host,Moderate,Moderate,Moderate,synthetic_hybrid,0.89,True
srv-0621,RHEL,8,8,32,False,False,VMware,[6080 6443],['sshd'],GIS Server,Moderate,Moderate,Moderate,synthetic_ml_seed,0.88,True
srv-0622,Debian,12,4,4,False,False,VMware,[  22  500 1194 4500],['sshd'],VPN Server,Moderate,Moderate,High,synthetic_hybrid,0.87,True
srv-0623,Ubuntu Server,20.04,8,64,False,False,Cloud VM,[3389],['winrm'],Privileged Access Management,High,High,Moderate,synthetic_rules,0.83,True
srv-0624,RHEL,9,8,16,False,False,Physical,[  22  443 8080],['ansible'],DevOps Build Server,Moderate,Moderate,Moderate,synthetic_rules,0.87,True
srv-0625,Windows Server,2022,16,4,False,True,KVM,[  80  443 5986],['ossec' 'wazuh-manager'],Identity Federation Server,High,High,Moderate,synthetic_ml_seed,0.75,True
srv-0626,Windows Server,2019,4,4,False,True,Cloud VM,[ 443 8080],['exchange' 'iis'],Ticketing Server,Moderate,Moderate,Moderate,synthetic_hybrid,0.76,True
srv-0627,Ubuntu Server,20.04,16,64,False,True,VMware,[443],['sshd'],CMDB Server,Moderate,Moderate,Moderate,synthetic_hybrid,0.91,True
srv-0628,Debian,12,8,32,False,False,VMware,[ 25 443],['ossec'],Email Security Gateway,High,High,High,synthetic_rules,0.99,True
srv-0629,Debian,11,8,4,False,False,KVM,[443],['sshd'],Analytics Server,Moderate,Moderate,Moderate,synthetic_ml_seed,0.84,True
srv-0630,Ubuntu Server,20.04,32,16,False,False,VMware,[443],['sshd'],License Compliance Server,Moderate,Moderate,Moderate,synthetic_rules,0.79,True
srv-0631,Windows Server,2016,8,128,False,True,KVM,[  22 3389 5985],['ntp' 'winrm'],Jump Server,Moderate,Moderate,Moderate,synthetic_rules,0.81,True
srv-0632,Debian,12,8,32,False,True,VMware,[1521],['oracle'],Geospatial Database,Moderate,Moderate,Moderate,synthetic_hybrid,0.7,True
srv-0633,Windows Server,2019,4,16,False,True,VMware,[80],['apache2' 'radiusd' 'wazuh-manager'],Web Application Firewall,High,High,High,synthetic_rules,0.73,True
srv-0634,Ubuntu Server,22.04,8,64,False,False,Physical,[443],['suricata'],Identity Federation Server,High,High,Moderate,synthetic_ml_seed,0.84,True
srv-0635,Ubuntu Server,22.04,8,16,False,True,Cloud VM,[ 80 443],['kubelet'],VMware ESXi Host,Moderate,Moderate,Moderate,synthetic_hybrid,0.72,True
srv-0636,Debian,11,2,32,False,False,VMware,[10250 30000],['dns' 'ntp'],Kubernetes Worker Node,Moderate,Moderate,Moderate,synthetic_hybrid,0.89,True
srv-0637,Windows Server,2022,4,64,False,True,VMware,[ 5060  5061 10000],['sshd'],VoIP Server,Moderate,Moderate,Moderate,synthetic_rules,0.98,True
srv-0638,Windows Server,2022,4,4,False,True,KVM,[8888],['sshd'],Analytics Server,Moderate,Moderate,Moderate,synthetic_rules,0.94,True
srv-0639,Ubuntu Server,22.04,8,8,False,True,VMware,[5672 9092],['winrm'],Message Queue Server,Moderate,Moderate,High,synthetic_rules,0.99,True
srv-0640,Ubuntu Server,22.04,4,8,False,False,Cloud VM,[ 123 3389 5986],['containerd' 'kubelet'],NTP Server,Moderate,Moderate,Moderate,synthetic_hybrid,0.84,True
srv-0641,Ubuntu Server,20.04,4,128,False,True,VMware,[443],['winrm'],Data Loss Prevention Scanner,Moderate,Moderate,Moderate,synthetic_rules,0.77,True
srv-0642,Debian,11,16,64,False,False,Physical,[443 902 903],['containerd' 'ntp'],Virtualization Host,Moderate,Moderate,High,synthetic_rules,0.74,True
srv-0643,RHEL,9,32,8,False,False,Hyper-V,[  22  443 3389],['sshd'],Privileged Access Management,High,High,Moderate,synthetic_hybrid,0.97,True
srv-0644,RHEL,8,32,16,False,False,Cloud VM,[443],['winrm'],Mainframe Gateway,Moderate,Moderate,Moderate,synthetic_rules,0.73,True
srv-0645,RHEL,9,32,32,False,False,Physical,[ 1433 44818],['sshd'],SCADA Historian,Moderate,Moderate,Moderate,synthetic_rules,0.72,True
srv-0646,Debian,12,32,4,False,False,Cloud VM,[8080],['apache2' 'iis' 'sharepoint'],Ticketing Server,Moderate,Moderate,Moderate,synthetic_rules,0.9,True
srv-0647,Debian,12,32,128,False,False,Cloud VM,[ 22 443],['sshd'],CMDB Server,Moderate,Moderate,Moderate,synthetic_ml_seed,0.8,True
srv-0648,Ubuntu Server,20.04,32,64,False,False,KVM,[ 443 3389],['iis'],API Gateway,Moderate,Moderate,High,synthetic_hybrid,0.8,True
srv-0649,Windows Server,2022,4,8,False,True,VMware,[  22   80 3389],['containerd'],Bastion Host,Moderate,Moderate,Moderate,synthetic_hybrid,0.97,True
srv-0650,Windows Server,2016,8,32,False,True,VMware,[ 22 443],['elastic-agent'],Identity Governance Server,High,High,Moderate,synthetic_hybrid,0.81,True
srv-0651,Windows Server,2019,4,8,False,True,KVM,[  22  443 3389],['sshd'],Privileged Access Management,High,High,Moderate,synthetic_rules,0.79,True
srv-0652,Ubuntu Server,22.04,4,128,False,False,VMware,[ 25 143 993 995],['exchange'],Mail Server,Moderate,Moderate,Moderate,synthetic_rules,0.95,True
srv-0653,Windows Server,2022,4,16,False,True,Cloud VM,[ 80 443],['sshd'],Load Balancer,Moderate,Moderate,High,synthetic_rules,0.85,True
srv-0654,RHEL,8,32,16,False,True,Physical,[  22  443 3389],['winrm'],Load Balancer,Moderate,Moderate,High,synthetic_rules,0.7,True
srv-0655,Windows Server,2016,8,4,False,True,Hyper-V,[389 443],['sshd'],Directory Sync Server,Moderate,Moderate,Moderate,synthetic_ml_seed,0.89,True
srv-0656,Debian,11,8,128,False,False,Physical,[ 80 443],['iis' 'radiusd'],Web Application Firewall,High,High,High,synthetic_ml_seed,0.8,True
srv-0657,Windows Server,2022,8,64,False,True,Container,[443],['winrm'],License Compliance Server,Moderate,Moderate,Moderate,synthetic_ml_seed,0.95,True
srv-0658,Ubuntu Server,22.04,16,4,False,True,VMware,[30001],['containerd'],Kubernetes Worker Node,Moderate,Moderate,Moderate,synthetic_ml_seed,0.87,True
srv-0659,Ubuntu Server,22.04,16,64,False,True,Cloud VM,[ 443 2195],['winrm'],MDM Server,Moderate,Moderate,Moderate,synthetic_rules,0.7,True
srv-0660,Ubuntu Server,20.04,8,4,False,False,Physical,[ 443 5601 9300],['winrm'],Search Server,Moderate,Moderate,Moderate,synthetic_hybrid,0.76,True
srv-0661,Ubuntu Server,20.04,32,4,False,False,Hyper-V,[8530],['grafana'],WSUS Server,Moderate,Moderate,Moderate,synthetic_ml_seed,0.97,True
srv-0662,Windows Server,2022,8,64,False,True,VMware,[443],['winrm'],Disaster Recovery Orchestrator,Moderate,Moderate,Moderate,synthetic_rules,0.78,True
srv-0663,Ubuntu Server,22.04,4,128,False,False,Physical,[443],['winrm'],License Compliance Server,Moderate,Moderate,Moderate,synthetic_ml_seed,0.82,True
srv-0664,RHEL,8,2,8,False,True,Cloud VM,[445],['sshd'],Storage Server,High,High,High,synthetic_rules,0.79,True
srv-0665,Debian,11,4,128,False,False,Hyper-V,[ 5672  5986  9092 15672],['winrm'],Message Queue Server,Moderate,Moderate,High,synthetic_rules,0.9,True
srv-0666,Windows Server,2022,16,128,False,True,Hyper-V,[  22  443 8000],['apache2' 'tomcat'],ERP Server,Moderate,Moderate,Moderate,synthetic_rules,0.73,True
srv-0667,Ubuntu Server,22.04,4,128,False,False,Cloud VM,[ 22 443],['sshd'],Data Loss Prevention Scanner,Moderate,Moderate,Moderate,synthetic_hybrid,0.96,True
srv-0668,RHEL,9,8,64,False,False,Physical,[443],['sshd'],License Compliance Server,Moderate,Moderate,Moderate,synthetic_rules,0.93,True
srv-0669,Debian,11,32,32,False,False,Cloud VM,[  80  443 3389],['apache2' 'iis'],Web Server,Moderate,Moderate,High,synthetic_hybrid,0.81,True
srv-0670,Windows Server,2016,4,32,False,True,VMware,[  22  443 8080],['puppetserver'],DevOps Build Server,Moderate,Moderate,Moderate,synthetic_hybrid,0.8,True
srv-0671,Ubuntu Server,20.04,4,16,False,False,Hyper-V,[ 443 8080],['ansible' 'gitlab'],DevOps Build Server,Moderate,Moderate,Moderate,synthetic_rules,0.75,True
srv-0672,Ubuntu Server,20.04,8,16,False,False,Hyper-V,[ 80 443],['ossec' 'suricata'],Secrets Management Server,High,High,Moderate,synthetic_ml_seed,0.82,True
srv-0673,Windows Server,2016,32,128,False,True,Cloud VM,[ 443 8530],['puppetserver'],Patch Management Server,Moderate,Moderate,Moderate,synthetic_rules,0.92,True
srv-0674,Ubuntu Server,20.04,8,128,False,True,VMware,[22],['radiusd' 'vault'],Firewall Management Server,High,High,High,synthetic_hybrid,0.82,True
srv-0675,RHEL,8,32,16,False,False,Cloud VM,[  80 3389],['winrm'],Privileged Access Management,High,High,Moderate,synthetic_ml_seed,0.73,True
srv-0676,Debian,12,4,4,False,False,KVM,[5986 8080],['winrm'],ETL Server,Moderate,Moderate,Moderate,synthetic_rules,0.84,True
srv-0677,RHEL,8,8,128,False,False,Physical,[ 443 8080],['iis' 'sharepoint' 'tomcat'],Help Desk Server,Moderate,Moderate,Moderate,synthetic_rules,0.88,True
srv-0678,Windows Server,2016,32,64,False,True,Hyper-V,[443],['winrm'],Analytics Server,Moderate,Moderate,Moderate,synthetic_hybrid,0.77,True
srv-0679,Windows Server,2022,32,8,True,True,Cloud VM,[  22  111  445 2049],['sshd'],NAS Server,High,High,High,synthetic_hybrid,0.75,True
srv-0680,Windows Server,2022,16,32,False,True,Hyper-V,[135],['winrm'],PKI / Certificate Authority,High,High,Moderate,synthetic_rules,0.89,True
srv-0681,Windows Server,2016,16,16,False,True,Physical,[1433 5986],['mssql'],Database Server,High,High,High,synthetic_rules,0.89,True
srv-0682,Ubuntu Server,20.04,4,4,False,False,Hyper-V,[1433 1521 5432],['postgresql'],Data Warehouse Server,Moderate,Moderate,Moderate,synthetic_hybrid,0.79,True
srv-0683,Windows Server,2022,8,64,False,True,Physical,[80],['confluence' 'iis' 'nginx'],SharePoint Server,Moderate,Moderate,Moderate,synthetic_rules,0.77,True
srv-0684,Debian,11,4,32,False,True,Container,[ 22 443],['jenkins'],CI/CD Runner,Moderate,Moderate,Moderate,synthetic_rules,0.84,True
srv-0685,RHEL,9,8,32,False,False,Hyper-V,[ 443 5696],['suricata'],Key Management Server,High,High,Moderate,synthetic_hybrid,0.79,True
srv-0686,Debian,12,4,128,False,True,Physical,[ 111 2049],['winrm'],Storage Server,High,High,High,synthetic_ml_seed,0.91,True
srv-0687,Ubuntu Server,20.04,2,32,False,False,KVM,[  23 3389],['sshd'],Mainframe Gateway,Moderate,Moderate,Moderate,synthetic_rules,0.98,True
srv-0688,RHEL,8,4,32,False,False,Cloud VM,[443],['winrm'],Network Access Control Server,Moderate,Moderate,Moderate,synthetic_ml_seed,0.76,True
srv-0689,Ubuntu Server,22.04,8,128,True,False,VMware,[  80  502 3389],['winrm'],OT Management Server,Moderate,Moderate,Moderate,synthetic_rules,0.73,True
srv-0690,Debian,11,2,8,False,True,KVM,[ 514 6514],['winrm'],Syslog Server,Moderate,Moderate,Moderate,synthetic_ml_seed,0.85,True
srv-0691,RHEL,9,8,4,False,True,VMware,[30001],['sshd'],Kubernetes Worker Node,Moderate,Moderate,Moderate,synthetic_hybrid,0.93,True
srv-0692,Windows Server,2016,4,16,False,True,VMware,[ 443 3389],['ntp'],Bastion Host,Moderate,Moderate,Moderate,synthetic_ml_seed,0.8,True
srv-0693,Windows Server,2016,32,32,False,True,VMware,[ 443 1883 3389 5986 8883],['winrm'],IoT Gateway,Moderate,Moderate,Moderate,synthetic_hybrid,0.8,True
srv-0694,Windows Server,2019,16,8,True,True,Physical,[ 443 5986],['ansible' 'grafana'],Artifact Repository,Moderate,Moderate,Moderate,synthetic_ml_seed,0.82,True
srv-0695,Windows Server,2016,16,32,False,True,VMware,[27000 27001],['sshd'],License Server,Moderate,Moderate,Moderate,synthetic_rules,0.75,True
srv-0696,RHEL,9,32,16,False,False,KVM,[443],['puppetserver' 'veeam'],Artifact Repository,Moderate,Moderate,Moderate,synthetic_rules,0.8,True
srv-0697,Debian,12,8,8,False,False,Hyper-V,[ 443 8200],['suricata' 'wazuh-manager'],Secrets Management Server,High,High,Moderate,synthetic_rules,0.87,True
srv-0698,Debian,12,8,8,False,True,VMware,[443 902 903],['docker'],Virtualization Host,Moderate,Moderate,High,synthetic_rules,0.77,True
srv-0699,Debian,11,4,64,False,False,KVM,[  80  443 5985],['ossec' 'suricata'],Identity Governance Server,High,High,Moderate,synthetic_hybrid,0.76,True
