role,os_type,os_version,hostname_pattern,business_function,department,open_ports,running_services,installed_roles,installed_software
VPN Server,Windows Server,Windows Server 2022,SRV,Partner Connectivity,Security,"[443, 1194]","[""PPTP"", ""Remote Access"", ""Event Log"", ""Monitoring Service""]","[""VPN Server""]","[""RRAS"", ""Endpoint Protection"", ""Sysmon""]"
VPN Server,Windows Server,Windows Server 2022,SRV,Partner Connectivity,Infrastructure,"[443, 1194]","[""PPTP"", ""Remote Access""]","[""Remote Access""]","[""IPsec Tools""]"
VPN Server,Windows Server,Windows Server 2016,SRV,Remote Access,Security,"[443, 1194]","[""OpenVPN"", ""VPN"", ""RDP"", ""Event Log""]","[""VPN Server""]","[""RRAS""]"
VPN Server,Windows Server,Windows Server 2019,SRV,Partner Connectivity,Security,[1723],"[""PPTP"", ""Remote Access""]","[""Remote Access""]","[""RRAS""]"
VPN Server,Windows Server,Windows Server 2019,SRV,Remote Access,Infrastructure,"[500, 1701, 4500]","[""VPN"", ""IPsec""]","[""Remote Access"", ""Management Tools""]","[""IPsec Tools"", ""Monitoring Agent"", ""Backup Agent""]"
VPN Server,Windows Server,Windows Server 2022,SRV,Remote Access,Security,[1723],"[""OpenVPN"", ""VPN""]","[""Remote Access""]","[""IPsec Tools"", ""PowerShell""]"
VPN Server,Windows Server,Windows Server 2022,SRV,Partner Connectivity,Security,"[500, 1701, 4500]","[""OpenVPN"", ""VPN""]","[""Remote Access""]","[""RRAS""]"
VPN Server,Windows Server,Windows Server 2022,SRV,Remote Access,IT,"[443, 500, 1701, 4500]","[""PPTP"", ""Remote Access""]","[""VPN Server""]","[""OpenVPN""]"
VPN Server,Windows Server,Windows Server 2016,SRV,Secure Connectivity,Infrastructure,"[500, 1701, 4500]","[""OpenVPN"", ""VPN""]","[""Remote Access""]","[""OpenVPN"", ""Monitoring Agent""]"
VPN Server,Windows Server,Windows Server 2022,SRV,Secure Connectivity,IT,"[443, 1723]","[""OpenVPN"", ""VPN""]","[""Remote Access""]","[""IPsec Tools""]"
VPN Server,Windows Server,Windows Server 2016,SRV,Partner Connectivity,Security,[1723],"[""PPTP"", ""Remote Access""]","[""Remote Access""]","[""IPsec Tools"", ""Monitoring Agent"", ""PowerShell""]"
VPN Server,Windows Server,Windows Server 2016,SRV,Remote Access,Infrastructure,"[443, 1194]","[""VPN"", ""IPsec""]","[""VPN Server"", ""Management Tools"", ""Remote Administration""]","[""OpenVPN"", ""Backup Agent"", ""Endpoint Protection""]"
VPN Server,Windows Server,Windows Server 2019,SRV,Remote Access,Security,"[443, 1194]","[""PPTP"", ""Remote Access"", ""Monitoring Service"", ""WinRM""]","[""VPN Server""]","[""IPsec Tools"", ""Sysmon""]"
VPN Server,Windows Server,Windows Server 2019,SRV,Secure Connectivity,Infrastructure,[1723],"[""VPN"", ""IPsec"", ""Monitoring Service""]","[""VPN Server"", ""Remote Administration"", ""Management Tools""]","[""OpenVPN""]"
VPN Server,Windows Server,Windows Server 2019,SRV,Partner Connectivity,Infrastructure,"[443, 1194]","[""PPTP"", ""Remote Access"", ""WinRM""]","[""Remote Access"", ""Management Tools""]","[""RRAS""]"
VPN Server,Windows Server,Windows Server 2022,SRV,Partner Connectivity,IT,"[443, 1723]","[""PPTP"", ""Remote Access"", ""WinRM"", ""RDP""]","[""Remote Access""]","[""IPsec Tools""]"
VPN Server,Windows Server,Windows Server 2016,SRV,Secure Connectivity,Infrastructure,"[500, 1701, 4500]","[""OpenVPN"", ""VPN""]","[""Remote Access""]","[""RRAS""]"
VPN Server,Windows Server,Windows Server 2016,SRV,Remote Access,Infrastructure,"[443, 1194]","[""OpenVPN"", ""VPN"", ""RDP""]","[""VPN Server"", ""Management Tools""]","[""OpenVPN"", ""Monitoring Agent""]"
VPN Server,Windows Server,Windows Server 2019,SRV,Secure Connectivity,Infrastructure,"[443, 1723]","[""OpenVPN"", ""VPN""]","[""Remote Access"", ""Remote Administration"", ""Management Tools""]","[""IPsec Tools""]"
VPN Server,Windows Server,Windows Server 2016,SRV,Secure Connectivity,Security,[1723],"[""PPTP"", ""Remote Access""]","[""Remote Access""]","[""RRAS"", ""Monitoring Agent""]"
VPN Server,Windows Server,Windows Server 2019,SRV,Remote Access,Security,"[443, 1723]","[""PPTP"", ""Remote Access""]","[""Remote Access""]","[""OpenVPN""]"
VPN Server,Windows Server,Windows Server 2019,SRV,Remote Access,IT,"[443, 1194]","[""VPN"", ""IPsec""]","[""Remote Access""]","[""IPsec Tools""]"
VPN Server,Windows Server,Windows Server 2022,SRV,Partner Connectivity,Infrastructure,"[443, 1723]","[""VPN"", ""IPsec""]","[""Remote Access""]","[""RRAS""]"
VPN Server,Windows Server,Windows Server 2022,SRV,Partner Connectivity,IT,"[443, 500, 1701, 4500]","[""OpenVPN"", ""VPN""]","[""Remote Access"", ""Management Tools"", ""Remote Administration""]","[""IPsec Tools""]"
VPN Server,Windows Server,Windows Server 2019,SRV,Remote Access,Infrastructure,"[443, 1194]","[""VPN"", ""IPsec"", ""Monitoring Service""]","[""VPN Server""]","[""IPsec Tools""]"
VPN Server,Windows Server,Windows Server 2019,SRV,Partner Connectivity,Infrastructure,"[443, 500, 1701, 4500]","[""PPTP"", ""Remote Access"", ""WinRM"", ""Monitoring Service""]","[""VPN Server""]","[""RRAS"", ""PowerShell""]"
VPN Server,Windows Server,Windows Server 2019,SRV,Secure Connectivity,Infrastructure,"[443, 1194]","[""OpenVPN"", ""VPN""]","[""Remote Access""]","[""IPsec Tools"", ""Backup Agent"", ""AV Scanner""]"
VPN Server,Windows Server,Windows Server 2016,SRV,Remote Access,IT,"[443, 1194]","[""VPN"", ""IPsec""]","[""Remote Access""]","[""IPsec Tools""]"
VPN Server,Windows Server,Windows Server 2022,SRV,Secure Connectivity,Security,"[500, 1701, 4500]","[""PPTP"", ""Remote Access""]","[""Remote Access"", ""Management Tools""]","[""OpenVPN"", ""Sysmon""]"
VPN Server,Windows Server,Windows Server 2019,SRV,Remote Access,Infrastructure,"[443, 500, 1701, 4500]","[""VPN"", ""IPsec""]","[""Remote Access""]","[""IPsec Tools""]"
VPN Server,Windows Server,Windows Server 2016,SRV,Partner Connectivity,Infrastructure,"[443, 1723]","[""OpenVPN"", ""VPN"", ""Event Log"", ""WinRM""]","[""Remote Access""]","[""RRAS""]"
VPN Server,Windows Server,Windows Server 2019,SRV,Remote Access,Infrastructure,"[443, 1194]","[""OpenVPN"", ""VPN"", ""Event Log"", ""Monitoring Service""]","[""Remote Access""]","[""RRAS"", ""AV Scanner""]"
VPN Server,Windows Server,Windows Server 2019,SRV,Remote Access,Security,"[500, 1701, 4500]","[""OpenVPN"", ""VPN""]","[""VPN Server"", ""Management Tools"", ""Remote Administration""]","[""RRAS""]"
VPN Server,Windows Server,Windows Server 2016,SRV,Remote Access,Infrastructure,"[443, 1723]","[""OpenVPN"", ""VPN"", ""WinRM"", ""RDP""]","[""Remote Access""]","[""OpenVPN""]"
VPN Server,Windows Server,Windows Server 2016,SRV,Remote Access,Security,"[500, 1701, 4500]","[""PPTP"", ""Remote Access""]","[""VPN Server"", ""Management Tools""]","[""IPsec Tools"", ""Monitoring Agent"", ""PowerShell""]"
VPN Server,Windows Server,Windows Server 2022,SRV,Remote Access,IT,"[443, 500, 1701, 4500]","[""VPN"", ""IPsec"", ""WinRM""]","[""Remote Access""]","[""OpenVPN""]"
VPN Server,Windows Server,Windows Server 2016,SRV,Secure Connectivity,Infrastructure,"[443, 1723]","[""VPN"", ""IPsec"", ""RDP"", ""WinRM""]","[""Remote Access""]","[""OpenVPN""]"
VPN Server,Windows Server,Windows Server 2016,SRV,Remote Access,Infrastructure,"[443, 1723]","[""VPN"", ""IPsec""]","[""VPN Server"", ""Management Tools""]","[""RRAS""]"
VPN Server,Windows Server,Windows Server 2022,SRV,Secure Connectivity,IT,"[443, 1194]","[""PPTP"", ""Remote Access""]","[""Remote Access""]","[""RRAS"", ""Sysmon"", ""Monitoring Agent""]"
VPN Server,Windows Server,Windows Server 2016,SRV,Secure Connectivity,IT,"[500, 1701, 4500]","[""OpenVPN"", ""VPN"", ""Event Log"", ""Monitoring Service""]","[""Remote Access""]","[""RRAS""]"
VPN Server,Windows Server,Windows Server 2022,SRV,Secure Connectivity,Security,"[500, 1701, 4500]","[""PPTP"", ""Remote Access""]","[""VPN Server""]","[""IPsec Tools""]"
VPN Server,Windows Server,Windows Server 2016,SRV,Partner Connectivity,IT,[1723],"[""VPN"", ""IPsec""]","[""VPN Server""]","[""RRAS""]"
VPN Server,Windows Server,Windows Server 2019,SRV,Remote Access,IT,[1723],"[""VPN"", ""IPsec"", ""Event Log"", ""RDP""]","[""VPN Server""]","[""IPsec Tools""]"
VPN Server,Windows Server,Windows Server 2022,SRV,Secure Connectivity,IT,"[443, 1194]","[""VPN"", ""IPsec""]","[""VPN Server""]","[""OpenVPN""]"
Firewall,Windows Server,Windows Server 2019,SRV,Perimeter Security,IT,"[22, 80, 443]","[""UTM"", ""Firewall""]","[""Firewall""]","[""Windows Defender Firewall"", ""Monitoring Agent""]"
Firewall,Windows Server,Windows Server 2019,SRV,Network Defense,Infrastructure,"[22, 443]","[""Firewall"", ""Packet Filter"", ""Event Log"", ""WinRM""]","[""Security Gateway""]","[""Palo Alto Management""]"
Firewall,Windows Server,Windows Server 2019,SRV,Perimeter Security,Security,"[22, 443]","[""Firewall"", ""Packet Filter""]","[""Firewall""]","[""Palo Alto Management"", ""PowerShell""]"
Firewall,Windows Server,Windows Server 2019,SRV,Traffic Filtering,Security,"[22, 80, 443]","[""Firewall"", ""Packet Filter""]","[""Firewall""]","[""Palo Alto Management""]"
Firewall,Windows Server,Windows Server 2016,SRV,Perimeter Security,Infrastructure,"[22, 443]","[""Firewall"", ""Packet Filter"", ""Monitoring Service""]","[""Firewall""]","[""FortiGate Tools""]"
Firewall,Windows Server,Windows Server 2022,SRV,Network Defense,IT,[443],"[""UTM"", ""Firewall""]","[""Security Gateway""]","[""Palo Alto Management""]"
Firewall,Windows Server,Windows Server 2019,SRV,Perimeter Security,Security,"[22, 443]","[""Network Firewall"", ""RDP""]","[""Firewall""]","[""FortiGate Tools""]"
Firewall,Windows Server,Windows Server 2019,SRV,Network Defense,IT,[443],"[""Network Firewall""]","[""Firewall""]","[""Windows Defender Firewall"", ""AV Scanner""]"
Firewall,Windows Server,Windows Server 2019,SRV,Perimeter Security,IT,"[22, 443]","[""UTM"", ""Firewall""]","[""Firewall""]","[""Palo Alto Management""]"
Firewall,Windows Server,Windows Server 2022,SRV,Perimeter Security,IT,[443],"[""UTM"", ""Firewall"", ""Monitoring Service"", ""WinRM""]","[""Firewall""]","[""Palo Alto Management""]"
Firewall,Windows Server,Windows Server 2019,SRV,Perimeter Security,Security,"[22, 443]","[""UTM"", ""Firewall""]","[""Security Gateway"", ""Management Tools"", ""Remote Administration""]","[""Windows Defender Firewall"", ""Sysmon""]"
Firewall,Windows Server,Windows Server 2016,SRV,Network Defense,Security,"[22, 80, 443]","[""Firewall"", ""Packet Filter"", ""WinRM""]","[""Security Gateway"", ""Management Tools"", ""Remote Administration""]","[""Windows Defender Firewall""]"
Firewall,Windows Server,Windows Server 2019,SRV,Traffic Filtering,IT,"[22, 443]","[""UTM"", ""Firewall""]","[""Security Gateway""]","[""Palo Alto Management""]"
Firewall,Windows Server,Windows Server 2019,SRV,Traffic Filtering,IT,"[22, 80, 443]","[""Firewall"", ""Packet Filter""]","[""Firewall"", ""Remote Administration"", ""Management Tools""]","[""FortiGate Tools"", ""Monitoring Agent"", ""PowerShell""]"
Firewall,Windows Server,Windows Server 2022,SRV,Perimeter Security,Security,"[22, 80, 443]","[""Network Firewall"", ""Event Log""]","[""Security Gateway""]","[""FortiGate Tools"", ""Monitoring Agent"", ""Backup Agent""]"
Firewall,Windows Server,Windows Server 2016,SRV,Perimeter Security,IT,"[22, 80, 443]","[""Firewall"", ""Packet Filter""]","[""Security Gateway"", ""Management Tools""]","[""FortiGate Tools""]"
Firewall,Windows Server,Windows Server 2016,SRV,Traffic Filtering,Security,[443],"[""UTM"", ""Firewall"", ""RDP"", ""WinRM""]","[""Security Gateway""]","[""FortiGate Tools"", ""PowerShell""]"
Firewall,Windows Server,Windows Server 2019,SRV,Traffic Filtering,Infrastructure,[443],"[""UTM"", ""Firewall""]","[""Firewall""]","[""Palo Alto Management""]"
Firewall,Windows Server,Windows Server 2019,SRV,Traffic Filtering,Infrastructure,[443],"[""Network Firewall""]","[""Firewall""]","[""Palo Alto Management""]"
Firewall,Windows Server,Windows Server 2019,SRV,Traffic Filtering,Security,"[22, 80, 443]","[""UTM"", ""Firewall""]","[""Security Gateway""]","[""Palo Alto Management"", ""PowerShell""]"
Firewall,Windows Server,Windows Server 2016,SRV,Network Defense,IT,"[22, 443]","[""Firewall"", ""Packet Filter""]","[""Security Gateway""]","[""Palo Alto Management"", ""Endpoint Protection""]"
Firewall,Windows Server,Windows Server 2019,SRV,Traffic Filtering,IT,"[22, 443]","[""UTM"", ""Firewall""]","[""Security Gateway"", ""Management Tools""]","[""FortiGate Tools""]"
Firewall,Windows Server,Windows Server 2016,SRV,Traffic Filtering,Infrastructure,"[22, 443]","[""UTM"", ""Firewall"", ""RDP"", ""Event Log""]","[""Security Gateway"", ""Management Tools"", ""Remote Administration""]","[""FortiGate Tools"", ""Sysmon""]"
Firewall,Windows Server,Windows Server 2022,SRV,Perimeter Security,IT,[443],"[""Firewall"", ""Packet Filter""]","[""Security Gateway""]","[""FortiGate Tools"", ""Monitoring Agent""]"
Firewall,Windows Server,Windows Server 2022,SRV,Traffic Filtering,Infrastructure,[443],"[""Network Firewall"", ""WinRM""]","[""Security Gateway""]","[""FortiGate Tools""]"
Firewall,Windows Server,Windows Server 2019,SRV,Traffic Filtering,IT,"[22, 443]","[""Network Firewall""]","[""Firewall""]","[""Windows Defender Firewall""]"
Firewall,Windows Server,Windows Server 2019,SRV,Traffic Filtering,Infrastructure,"[22, 443]","[""Firewall"", ""Packet Filter"", ""Monitoring Service"", ""RDP""]","[""Firewall""]","[""FortiGate Tools"", ""Monitoring Agent"", ""AV Scanner""]"
Firewall,Windows Server,Windows Server 2022,SRV,Perimeter Security,Security,"[22, 80, 443]","[""Network Firewall""]","[""Firewall""]","[""Palo Alto Management""]"
Firewall,Windows Server,Windows Server 2022,SRV,Network Defense,Infrastructure,"[22, 443]","[""Firewall"", ""Packet Filter""]","[""Firewall""]","[""FortiGate Tools"", ""Sysmon"", ""AV Scanner""]"
Firewall,Windows Server,Windows Server 2022,SRV,Perimeter Security,Infrastructure,"[22, 443]","[""Network Firewall""]","[""Firewall"", ""Remote Administration""]","[""Palo Alto Management""]"
Firewall,Windows Server,Windows Server 2016,SRV,Network Defense,Infrastructure,"[22, 443]","[""UTM"", ""Firewall"", ""WinRM""]","[""Security Gateway""]","[""Windows Defender Firewall"", ""AV Scanner"", ""Monitoring Agent""]"
Firewall,Windows Server,Windows Server 2022,SRV,Traffic Filtering,IT,[443],"[""UTM"", ""Firewall""]","[""Security Gateway""]","[""FortiGate Tools""]"
Firewall,Windows Server,Windows Server 2019,SRV,Perimeter Security,Security,[443],"[""UTM"", ""Firewall""]","[""Firewall""]","[""FortiGate Tools"", ""PowerShell"", ""Sysmon""]"
Firewall,Windows Server,Windows Server 2022,SRV,Network Defense,Security,"[22, 443]","[""Firewall"", ""Packet Filter"", ""Monitoring Service""]","[""Firewall""]","[""Palo Alto Management""]"
Firewall,Windows Server,Windows Server 2016,SRV,Network Defense,Infrastructure,"[22, 80, 443]","[""Network Firewall""]","[""Security Gateway""]","[""Windows Defender Firewall"", ""AV Scanner"", ""Backup Agent""]"
Firewall,Windows Server,Windows Server 2016,SRV,Perimeter Security,Infrastructure,"[22, 443]","[""UTM"", ""Firewall""]","[""Security Gateway""]","[""Palo Alto Management""]"
Firewall,Windows Server,Windows Server 2022,SRV,Traffic Filtering,Security,[443],"[""Firewall"", ""Packet Filter""]","[""Security Gateway""]","[""FortiGate Tools"", ""PowerShell"", ""Endpoint Protection""]"
Firewall,Windows Server,Windows Server 2016,SRV,Traffic Filtering,Security,"[22, 443]","[""Firewall"", ""Packet Filter"", ""Event Log"", ""RDP""]","[""Firewall""]","[""FortiGate Tools"", ""Endpoint Protection"", ""AV Scanner""]"
Firewall,Windows Server,Windows Server 2022,SRV,Traffic Filtering,Security,"[22, 80, 443]","[""UTM"", ""Firewall"", ""RDP"", ""Monitoring Service""]","[""Security Gateway""]","[""FortiGate Tools"", ""AV Scanner""]"
Firewall,Windows Server,Windows Server 2016,SRV,Network Defense,IT,[443],"[""Network Firewall""]","[""Firewall""]","[""Windows Defender Firewall"", ""Backup Agent""]"
Firewall,Windows Server,Windows Server 2016,SRV,Network Defense,IT,"[22, 443]","[""Firewall"", ""Packet Filter""]","[""Firewall""]","[""Windows Defender Firewall""]"
Firewall,Windows Server,Windows Server 2016,SRV,Traffic Filtering,IT,"[22, 80, 443]","[""UTM"", ""Firewall"", ""Event Log""]","[""Firewall""]","[""Windows Defender Firewall""]"
Firewall,Windows Server,Windows Server 2019,SRV,Traffic Filtering,IT,"[22, 443]","[""UTM"", ""Firewall"", ""WinRM""]","[""Firewall"", ""Management Tools""]","[""Windows Defender Firewall"", ""Monitoring Agent""]"
Firewall,Windows Server,Windows Server 2016,SRV,Traffic Filtering,Infrastructure,"[22, 443]","[""UTM"", ""Firewall"", ""Monitoring Service""]","[""Firewall""]","[""Palo Alto Management"", ""Backup Agent"", ""Sysmon""]"
Firewall,Windows Server,Windows Server 2022,SRV,Traffic Filtering,Security,"[22, 443]","[""UTM"", ""Firewall"", ""WinRM""]","[""Firewall""]","[""FortiGate Tools""]"
Firewall,Windows Server,Windows Server 2022,SRV,Network Defense,IT,"[22, 443]","[""Firewall"", ""Packet Filter""]","[""Security Gateway""]","[""Windows Defender Firewall""]"
Firewall,Windows Server,Windows Server 2022,SRV,Perimeter Security,IT,"[22, 80, 443]","[""Firewall"", ""Packet Filter"", ""WinRM"", ""Monitoring Service""]","[""Firewall""]","[""Windows Defender Firewall"", ""Sysmon""]"
Firewall,Windows Server,Windows Server 2019,SRV,Traffic Filtering,Security,"[22, 443]","[""UTM"", ""Firewall""]","[""Security Gateway""]","[""FortiGate Tools""]"
Firewall,Windows Server,Windows Server 2019,SRV,Perimeter Security,Infrastructure,"[22, 443]","[""Firewall"", ""Packet Filter""]","[""Security Gateway""]","[""Windows Defender Firewall""]"
Firewall,Windows Server,Windows Server 2022,SRV,Traffic Filtering,Security,"[22, 443]","[""Network Firewall""]","[""Security Gateway""]","[""Palo Alto Management"", ""AV Scanner"", ""Monitoring Agent""]"
Firewall,Windows Server,Windows Server 2022,SRV,Traffic Filtering,Infrastructure,"[22, 443]","[""Network Firewall""]","[""Firewall""]","[""Windows Defender Firewall""]"
Firewall,Windows Server,Windows Server 2019,SRV,Network Defense,Infrastructure,[443],"[""Network Firewall""]","[""Security Gateway""]","[""Windows Defender Firewall"", ""Backup Agent"", ""Endpoint Protection""]"
Firewall,Windows Server,Windows Server 2019,SRV,Perimeter Security,Security,"[22, 443]","[""Network Firewall""]","[""Firewall""]","[""Windows Defender Firewall"", ""PowerShell""]"
Firewall,Windows Server,Windows Server 2019,SRV,Perimeter Security,Infrastructure,"[22, 80, 443]","[""UTM"", ""Firewall""]","[""Firewall""]","[""Palo Alto Management"", ""Monitoring Agent""]"
Firewall,Windows Server,Windows Server 2022,SRV,Traffic Filtering,IT,"[22, 80, 443]","[""Network Firewall"", ""Monitoring Service"", ""RDP""]","[""Security Gateway"", ""Remote Administration""]","[""FortiGate Tools"", ""Backup Agent"", ""Monitoring Agent""]"
Firewall,Windows Server,Windows Server 2016,SRV,Traffic Filtering,Security,"[22, 80, 443]","[""UTM"", ""Firewall""]","[""Firewall""]","[""FortiGate Tools"", ""Backup Agent""]"
Firewall,Windows Server,Windows Server 2019,SRV,Perimeter Security,Infrastructure,"[22, 443]","[""Network Firewall""]","[""Firewall""]","[""Windows Defender Firewall"", ""Backup Agent""]"
Firewall,Windows Server,Windows Server 2022,SRV,Traffic Filtering,Infrastructure,[443],"[""UTM"", ""Firewall""]","[""Security Gateway""]","[""Windows Defender Firewall"", ""Backup Agent"", ""Monitoring Agent""]"
Firewall,Windows Server,Windows Server 2019,SRV,Network Defense,Security,"[22, 443]","[""Firewall"", ""Packet Filter"", ""RDP""]","[""Firewall""]","[""Palo Alto Management""]"
Firewall,Windows Server,Windows Server 2016,SRV,Perimeter Security,Security,"[22, 443]","[""Network Firewall""]","[""Security Gateway""]","[""Palo Alto Management""]"
Firewall,Windows Server,Windows Server 2022,SRV,Perimeter Security,Infrastructure,"[22, 443]","[""Firewall"", ""Packet Filter"", ""WinRM"", ""RDP""]","[""Security Gateway""]","[""FortiGate Tools"", ""Endpoint Protection""]"
Firewall,Windows Server,Windows Server 2022,SRV,Traffic Filtering,Security,"[22, 443]","[""UTM"", ""Firewall""]","[""Security Gateway""]","[""Palo Alto Management"", ""AV Scanner""]"
Firewall,Windows Server,Windows Server 2019,SRV,Network Defense,Infrastructure,[443],"[""UTM"", ""Firewall""]","[""Security Gateway"", ""Remote Administration"", ""Management Tools""]","[""FortiGate Tools""]"
Firewall,Windows Server,Windows Server 2016,SRV,Network Defense,IT,"[22, 80, 443]","[""Firewall"", ""Packet Filter""]","[""Firewall""]","[""Windows Defender Firewall"", ""Backup Agent""]"
Firewall,Windows Server,Windows Server 2019,SRV,Perimeter Security,Infrastructure,"[22, 443]","[""UTM"", ""Firewall"", ""Event Log"", ""Monitoring Service""]","[""Security Gateway""]","[""Palo Alto Management"", ""Endpoint Protection""]"
Firewall,Windows Server,Windows Server 2019,SRV,Traffic Filtering,Infrastructure,"[22, 80, 443]","[""Network Firewall"", ""RDP"", ""WinRM""]","[""Security Gateway""]","[""Palo Alto Management"", ""Endpoint Protection""]"
Firewall,Windows Server,Windows Server 2019,SRV,Perimeter Security,IT,"[22, 443]","[""Firewall"", ""Packet Filter"", ""RDP"", ""Monitoring Service""]","[""Firewall""]","[""Palo Alto Management""]"
Firewall,Windows Server,Windows Server 2019,SRV,Perimeter Security,IT,"[22, 443]","[""UTM"", ""Firewall""]","[""Firewall""]","[""FortiGate Tools""]"
Firewall,Windows Server,Windows Server 2016,SRV,Traffic Filtering,Infrastructure,[443],"[""Firewall"", ""Packet Filter"", ""Monitoring Service"", ""WinRM""]","[""Security Gateway"", ""Remote Administration""]","[""Palo Alto Management""]"
Firewall,Windows Server,Windows Server 2022,SRV,Traffic Filtering,Security,"[22, 80, 443]","[""Firewall"", ""Packet Filter""]","[""Firewall"", ""Management Tools""]","[""Palo Alto Management"", ""AV Scanner""]"
Firewall,Windows Server,Windows Server 2016,SRV,Traffic Filtering,Security,"[22, 80, 443]","[""Network Firewall""]","[""Security Gateway""]","[""Windows Defender Firewall""]"
Firewall,Windows Server,Windows Server 2022,SRV,Traffic Filtering,Infrastructure,"[22, 443]","[""Firewall"", ""Packet Filter""]","[""Security Gateway""]","[""Palo Alto Management""]"
Firewall,Windows Server,Windows Server 2022,SRV,Perimeter Security,Security,"[22, 443]","[""Network Firewall""]","[""Security Gateway""]","[""Palo Alto Management"", ""PowerShell"", ""Monitoring Agent""]"
Firewall,Windows Server,Windows Server 2016,SRV,Perimeter Security,Infrastructure,[443],"[""Firewall"", ""Packet Filter""]","[""Security Gateway""]","[""Windows Defender Firewall"", ""Monitoring Agent"", ""Endpoint Protection""]"
Firewall,Windows Server,Windows Server 2022,SRV,Perimeter Security,IT,[443],"[""UTM"", ""Firewall""]","[""Security Gateway""]","[""FortiGate Tools"", ""AV Scanner""]"
Firewall,Windows Server,Windows Server 2022,SRV,Traffic Filtering,Security,"[22, 80, 443]","[""Network Firewall"", ""WinRM""]","[""Firewall""]","[""Palo Alto Management"", ""PowerShell"", ""Sysmon""]"
Firewall,Windows Server,Windows Server 2022,SRV,Traffic Filtering,IT,[443],"[""UTM"", ""Firewall""]","[""Firewall""]","[""FortiGate Tools""]"
Firewall,Windows Server,Windows Server 2022,SRV,Network Defense,IT,[443],"[""Firewall"", ""Packet Filter"", ""RDP""]","[""Security Gateway""]","[""Palo Alto Management""]"
Firewall,Windows Server,Windows Server 2019,SRV,Traffic Filtering,Security,"[22, 443]","[""Network Firewall""]","[""Security Gateway""]","[""Palo Alto Management"", ""PowerShell"", ""Monitoring Agent""]"
Firewall,Windows Server,Windows Server 2019,SRV,Network Defense,IT,"[22, 80, 443]","[""UTM"", ""Firewall""]","[""Firewall""]","[""Palo Alto Management"", ""Backup Agent"", ""AV Scanner""]"
Firewall,Windows Server,Windows Server 2019,SRV,Traffic Filtering,Infrastructure,"[22, 443]","[""Firewall"", ""Packet Filter""]","[""Security Gateway""]","[""Windows Defender Firewall""]"
Firewall,Windows Server,Windows Server 2019,SRV,Network Defense,Infrastructure,[443],"[""Firewall"", ""Packet Filter""]","[""Security Gateway""]","[""Windows Defender Firewall""]"
Firewall,Windows Server,Windows Server 2016,SRV,Network Defense,Infrastructure,"[22, 80, 443]","[""Network Firewall""]","[""Security Gateway""]","[""Windows Defender Firewall""]"
Firewall,Windows Server,Windows Server 2016,SRV,Traffic Filtering,Security,"[22, 443]","[""UTM"", ""Firewall""]","[""Firewall"", ""Management Tools"", ""Remote Administration""]","[""FortiGate Tools""]"
Firewall,Windows Server,Windows Server 2016,SRV,Perimeter Security,Infrastructure,"[22, 443]","[""UTM"", ""Firewall""]","[""Firewall""]","[""Palo Alto Management"", ""Backup Agent""]"
Firewall,Windows Server,Windows Server 2022,SRV,Perimeter Security,Infrastructure,"[22, 443]","[""Firewall"", ""Packet Filter""]","[""Security Gateway"", ""Remote Administration"", ""Management Tools""]","[""Windows Defender Firewall""]"
Firewall,Windows Server,Windows Server 2019,SRV,Network Defense,Infrastructure,"[22, 443]","[""Network Firewall""]","[""Security Gateway""]","[""Windows Defender Firewall""]"
Firewall,Windows Server,Windows Server 2016,SRV,Traffic Filtering,Security,[443],"[""Network Firewall"", ""WinRM"", ""RDP""]","[""Security Gateway""]","[""FortiGate Tools""]"
Firewall,Windows Server,Windows Server 2019,SRV,Perimeter Security,Security,"[22, 80, 443]","[""UTM"", ""Firewall""]","[""Security Gateway""]","[""FortiGate Tools""]"
Firewall,Windows Server,Windows Server 2019,SRV,Traffic Filtering,Security,"[22, 80, 443]","[""Firewall"", ""Packet Filter""]","[""Security Gateway"", ""Remote Administration""]","[""Windows Defender Firewall""]"
Firewall,Windows Server,Windows Server 2019,SRV,Perimeter Security,IT,"[22, 80, 443]","[""Network Firewall""]","[""Firewall""]","[""FortiGate Tools"", ""Backup Agent""]"
Firewall,Windows Server,Windows Server 2022,SRV,Traffic Filtering,Security,"[22, 443]","[""Firewall"", ""Packet Filter"", ""Event Log""]","[""Firewall""]","[""Palo Alto Management""]"
Firewall,Windows Server,Windows Server 2019,SRV,Perimeter Security,Security,"[22, 80, 443]","[""Network Firewall""]","[""Firewall""]","[""Palo Alto Management"", ""Endpoint Protection"", ""PowerShell""]"
Firewall,Windows Server,Windows Server 2022,SRV,Network Defense,Security,[443],"[""Network Firewall"", ""Monitoring Service""]","[""Firewall"", ""Management Tools""]","[""Palo Alto Management""]"
Firewall,Windows Server,Windows Server 2022,SRV,Perimeter Security,Security,"[22, 443]","[""Firewall"", ""Packet Filter""]","[""Security Gateway""]","[""Windows Defender Firewall"", ""Endpoint Protection"", ""PowerShell""]"
Firewall,Windows Server,Windows Server 2022,SRV,Traffic Filtering,IT,"[22, 80, 443]","[""UTM"", ""Firewall""]","[""Firewall""]","[""Palo Alto Management"", ""PowerShell""]"
Firewall,Windows Server,Windows Server 2022,SRV,Perimeter Security,Security,"[22, 80, 443]","[""Network Firewall""]","[""Firewall""]","[""FortiGate Tools"", ""AV Scanner""]"
